file,obs_id,instrument,filter,x,y,ra,dec,flux,flux_err,peak,snr,concentration,asymmetry,edge_density,eccentricity,has_nan,flags,anomaly_score,is_anomaly
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,159.30388535956206,2.5643635106664675,149.06949091082828,69.62882138075618,60.86082458496094,,33.481544494628906,3.321215598198521,0.0,0.717362857158337,-0.2837019503751665,0.0,False,border;low_snr,0.3215679843710774,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,616.917250140903,4.761470792998477,148.93803045679644,69.62906752372137,21.30046844482422,,35.025733947753906,3.474392107099271,0.0,0.7112391755700574,-0.1948908458102388,0.0,False,border;low_snr,0.3105845888456033,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,34.20367738293091,6.242754507421567,149.10543111303735,69.62916486061496,-13.950820922851562,,34.08971405029297,3.381543227795924,0.0,0.7196908846359917,0.20947103686696894,0.0,False,border;low_snr,0.3291897711016105,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,637.4927830150554,5.732219111763918,148.93211942409846,69.62916347461552,-32.789146423339844,,35.025733947753906,3.474392107099271,0.0,0.7147927184674547,0.10476311111173968,0.0,False,border;low_snr,0.31845446964641877,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,412.8829048484506,7.735238921079051,148.9966451360126,69.62936527429702,-11.490219116210938,,34.972190856933594,3.469080878149343,0.0,0.7071094934882057,-0.3253654249112091,0.0,False,border;low_snr,0.31202641686335586,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,646.3781494080514,7.891082135733804,148.92956646104264,69.62937881385585,-6.833824157714844,,34.85326385498047,3.4572838652009987,0.0,0.7059028972534294,0.3667679690243153,0.0,False,border;low_snr,0.33937249362747746,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,180.65225837447278,8.67607291077182,149.0633608315412,69.62943597230914,-2.9096603393554688,,33.481544494628906,3.321215598198521,0.0,0.7136194843149395,-0.11847856368752722,0.0,False,border;low_snr,0.3166437526269313,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,231.79246893255302,9.216418474122268,149.0486694141897,69.62949733305342,39.448028564453125,,33.98717498779297,3.371371823252317,0.0,0.6981509874858709,-0.12140846252441406,0.0,False,border;low_snr,0.317396525013332,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,994.6434572297013,10.277724059544711,148.82951522718292,69.62956681053167,69.91240692138672,,39.74181365966797,3.942205576817469,0.0,0.7052553476700106,-0.7821030238889298,0.0,False,border;low_snr,0.34156142532147593,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,436.28615742873563,12.645041850150367,148.9899223322808,69.62985720479422,52.42524719238281,,34.972190856933594,3.469080878149343,0.0,0.7090035842867954,-0.13752808530106503,0.0,False,border;low_snr,0.30992055810659597,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,9.819696676100166,12.93310948411327,149.11244059576393,69.62982828901735,-58.479270935058594,,33.73381805419922,3.3462399778591543,0.0,0.7051577353362565,-0.25721795093054056,0.0,False,border;low_snr,0.31251684770236693,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,345.5098146658377,13.125882324024742,149.0160013144256,69.62990016406134,-50.736351013183594,,38.07678985595703,3.7770428547350483,0.0,0.7068429492060717,-0.08556496103604634,0.0,False,border;low_snr,0.30935171523843347,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,521.002844801244,13.986264923494995,148.9655842922494,69.6299926154424,-73.43987274169922,,34.93067169189453,3.464962367470302,0.0,0.7048915959351262,-0.4547785900485131,0.0,False,border;low_snr,0.3197276228771416,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,311.22385898963836,15.055230069290841,149.02585176650553,69.63009015522496,138.71705627441406,,38.07678985595703,3.7770428547350483,0.0,0.7118999187785513,-0.5415651157924107,0.0,False,border;low_snr,0.3244017955830414,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,538.1418359628914,15.61765339375059,148.960660388038,69.63015560454102,16.21142578125,,34.93067169189453,3.464962367470302,0.0,0.7072650071370625,0.22143380157297854,0.0,False,border;low_snr,0.3218060705699256,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,944.8916608854489,15.270487266610091,148.84380512207233,69.63007681387741,-12.471443176269531,,35.197547912597656,3.4914352641172797,0.0,0.7134101370690252,-0.12390468452550188,0.0,False,border;low_snr,0.31451153861691306,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,69.05010097459609,18.64129692826046,149.09542793676255,69.63041223498645,0.25466156005859375,,34.08971405029297,3.381543227795924,0.0,0.7101095805153823,0.11423260972928369,0.0,False,border;low_snr,0.31728861267146397,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,361.0353802304182,18.42653339943036,149.01154208415153,69.63043137969744,-94.27364349365234,,38.07678985595703,3.7770428547350483,0.0,0.6946176331242576,-0.5147795930576785,0.0,False,border;low_snr,0.32957629027068325,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,238.08508668101152,19.107366762994054,149.0468653045307,69.63048724274951,69.82585906982422,,33.98717498779297,3.371371823252317,0.0,0.7055914700990835,-0.3086139635371646,0.0,False,border;low_snr,0.31406491140200854,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,405.94841163475127,19.109625010218164,148.99863889501796,69.6305023807759,-18.63709259033203,,34.972190856933594,3.469080878149343,0.0,0.7099622526624991,-0.21134420682777502,0.0,False,border;low_snr,0.3105845888456033,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,502.4825474885319,20.105734452610776,148.97090504122767,69.63060456840559,27.87738800048828,,40.15172576904297,3.9828669773620318,0.0,0.7087930112616665,-0.311863354112975,0.0,False,border;low_snr,0.31198160757529303,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,677.7046919351014,19.736117702537484,148.92056428416186,69.63056109205303,-17.720787048339844,,34.85326385498047,3.4572838652009987,0.0,0.7071763270469879,-0.10691987808654167,0.0,False,border;low_snr,0.3109547031611944,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,946.2980201218854,19.935052756879298,148.84339834697926,69.63054298167016,-45.55224609375,,35.197547912597656,3.4914352641172797,0.0,0.7029038875707573,-0.23011202829164118,0.0,False,border;low_snr,0.3111660040664467,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,191.09878922824862,21.42353574656981,149.0603652493022,69.63071231246286,6.348121643066406,,34.89301300048828,3.461226798063513,0.0,0.7155735459116768,-0.6635823255342238,0.0,False,border;low_snr,0.336461819198025,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,790.0484736085624,21.984545625899017,148.88828746708774,69.63077416443225,-7.16534423828125,,35.530296325683594,3.5244423800224047,0.0,0.706140143680099,0.25167770649430937,0.0,False,border;low_snr,0.3251027899776833,False
/Users/rajeevkumar/Downloads/jwst/jwst_lab/data/products/test_jwst_image_1_i2d.fits,test_obs_1,NIRCAM,F115W,54.98170539359543,22.89787741591292,149.09947232298336,69.63083492243376,18.156455993652344,,34.08971405029297,3.381543227795924,0.0,0.7109095321306085,-0.18104806085076253,0.0,False,border;low_snr,0.31264719939708985,False
